id_fichier,sentiment,commentaire
103,negatif,"la legendary version est de loin meilleur car elle a  
 plus de mods et fonctionnels aussi tout les mods prsents dans la 
speciale edition sont disponnible sur le skyrim nexus donc jai t un 
peu dus sur ce point"
104,negatif,moins beau que le skyrim original modd  peine plus de vgtation et contour des objets peint en noir et qui plus est moins bien optimis 
105,negatif,"il ne dmarre plus et depuis la maj ne sauvegardait 
plus de toute manire je partais donc de sauvegardes diffrentes et 
partais explorer le jeu pour h avant de reboot comme un isekai"
106,negatif,quelle tristesse que bethesda nen aient plus  de leurs communautskyrim se tait prometteur on y esprait tellement de mods plus stables et de meilleurs qualitspuis bethesda  dbarqu avec ses mods payants et ridicules  certains sont mmes buggs nan mais srieux  
107,negatif,"si ta le pc prend le skyrim normal et mod le taura de 
meilleure perf et surtout une bien meilleure qualite dimage leur 
refonte cest du tire au flanc une petite preuve en image de leur super 
textures vue de prs the elder scrolls v skyrim special editionune capture dcran de the elder scrolls v skyrim special editionpar  leniak meme le plus pouris des mod graphique sur nexus mod propose mieux"
108,negatif,"produit reu gratuitementdonc skyrim es ou ptain mais comment on a pu y croire une seule secondea la base jtais pas plus hyp que a je me demandais pourquoi faire un remastered djmais on ma expliqu que le jeu serait modable sur console quil serait mieux optimis plus stableet bon a me donnais une bonne raison de me refaire le jeu surtout que comme javais dj tout les dlc le jeu tait gratuitet l je lance le jeu et norme dception premirement je lance le jeu en vanillale jeu freeze sur le presents et je peux plus rien faire rien ne marche je suis oblig dteindre mon pcje
 le relance et je dcide dinstaller certains mods pour voir  ma 
grande dception les mods de skyrim ne marche pas il faut tlcharg 
depuis le site offficiel de bethesda et sur nexus aussi apparemment 
mais il y aucun mod pour le momentje tlcharge donc les quelques mods qui sont dispo le patch new life ectje lance et le jeu ne freeze pas hourraet l boom le jeu rme  mort  fps alors que mon pc faisait tourn skyrim de base avec  mods et parmis eux beaucoup de mods graphique   fpsje crer mon perso et je remarque que les textures du personnage sont un peu plus belle mais moins quavec le mods cbbeje dmarre donc la partie et jarrive a solitudel mon jeu rame x plus je vois des gardes senvol et dautres bug physique en tout genrele jeu est pas vraiment plus beau en tout cas normment moins quavec mes mods et mon enbet  peine  minutes aprs je refreeze et je dois a nouveau teindre mon pcaprs a jai laiss tomberverdictce
 jeu est mal optimis totalement instable pas si beau que a il y a 
peu de mods pour linstant les mods de skyrim de base ne marche pas 
sur se et si vous avez pas skyrim legandary edition vous payez  
pour vous faire encl par bethesdale seul point positif de cette special edition cest que les joueurs consoles peuvent enfin modds leur skyrimmais comme ceci est une review steam je men bats les ah
 et si le jeu est modd vous pouvez pas gagn de succs et tre oblig 
de jouer sans mods sur skyrim pour gagner des succs cest une grosse 
ide de "
109,negatif,"produit reu gratuitementalors je vais rdiger un commentaire utile parce que 
les dveloppeurs de chez bethesda nous ont pris pour des nachetez pas le jeu et si vous lavez reu gratuitement ny jouez paspourquoi
 parce que le systme de modding qui est devenu officiel dans cette 
version de skyrim suite  un patch rcent et est ds  prsent payant 
tous les mods sont payant dsormais tousah et les graphismes en 
remaster perso je les ai pas vu hein pourtant jai une config  
euros mais je nai vu presque aucune diffrence par rapport au jeu 
de base w t fun doigt bethesda cest tout ce que vous mritez pour ce que vous venez de faireah
 et les rageuxtrolls qui diront quils faut bien rmunerer les 
dveloppeurs des mods vous pouvez allez  dans une poubelle les 
mods  la base ctait gratuit et ctait fait juste par passion cest 
pas une raison pour les rendre tous payant parce que jean-kvin a passer
  heure  crer une nouvelle pe en plastique avec  dmg"
110,negatif,"produit reu gratuitementvous aimez skyrim ou il vous fait de loeil  bon ben nachetez pas la version dition spciale vous lavez eu gratuitement  tant mieux pour vous mais je vous conseille de jouer  la version normalecette version du jeu est une hrsie et une abominationcertes
 elle englobe tous les dlc mais elle nest pas conue pour recevoir des
 mods mme si la communaut a trouv des astucestout joueur de 
fallout et elder scrolls depuis oblivion saura que les mods sont un 
passage invitable ne serais ce que pour corriger des dfauts et bugs 
mineurs ou amliorer les texturescette version du jeu nest pas
 compatible workshop et par dessus le march bethesda  la demande de 
microsoft et de sony a mis en place un systme pour dsactiver les haut
 faits lorsque vous utilisez des mods compltement aberrant puisque a nempche pas la triche ou lutilisation de sauvegardes tlcharges pour les obtenirsdonc si vous voulez modder le jeu vous serez  comme moiet
 pour ceux qui rtorquerons quil y a un mod pour dbloquer les hauts 
fait en ayant des mods activs  chaque mise  jour que fera bethesda 
sur le jeu vous devrez attendre que ce mod soit mis  jour pour 
continuer  jouer avec vos modsde la pure  "
111,negatif,"je ne comprenais pas linteret de cette special edition
 maintenant jai compris sil vous plait joueurs pc nachetez pas ce 
jeu qui na pour interet que de proposer le support des mods pour les 
versions ps et xone attendez plutt la prochaine vague de promo qui 
vous proposera la version stadard avec tous les dlc pour moins de  
euros "
112,negatif,"devinez quoi le jeu a encore t mis a jour jai 
pourtant enlev les mise a jour automatique bethesda a quoi vous jouez 
en faite  on doit attendre tout les mois que les mods soient mis a jour
 a cause de vos correctif inutile  nous obliger a refaire le jeu pour 
la  eme fois parce que nos donn sont corrompu  tout a a cause de 
correctif foireux que vous arrivez mme pas a corrig  aller corrig 
starfield a la place de bousill un excellent jeu comme skyrim"
113,negatif,"cette version est trop chre par rapport  la legendary 
dition qui elle est dote dun nombre de mods qui font  fois mieux 
le boulot quicije ne recommande pas autant acheter la 
lgendary edition aucun bug corrig linterface nest pas amliore 
les rajouts graphiques sont mineurs et certains mods les font mieux"
114,negatif,"skyrim special edition reste un trs bon jeu mais je ne
 vois quasiment aucune diffrence gratuitement avec ldition original 
si ce nest que celle l semble truffe de bug"
115,negatif,"si vous pouvez lavoir gratos pourquoi pas sinon ne le prenez surtout pas franchement
 la version vanilla du jeu en ultra fait trs bien le taff cette 
version se est une arnaque la version classique avec quelques mods 
graphiques est bien mieux petit  pour lopti qui pour ma part tait 
correcte"
116,negatif,marche pas direct oblig de faire des manip  la pour voir les manip goaidebethesdanet
117,negatif,"produit reu gratuitementdes bugs de qute dj vus vous sautent  la figure 
toujours les mmes erreurs de traduction falkreath au lieu depervine 
sur la carte etc la chanson de ragnard qui ne correspond pas aux 
sous-titres et jai bien peur den retrouver encorebon 
daccord le menu est plus ractif les temps de chargement plus courts
 mais les graphismes ne semblent pas tellement plus beauje suis du jattendais beaucoup beaucoup plus de cette seconde dition"
118,negatif,"on ne peut plus le moder comme lancienne version les 
graphique sont beaucoup plus beau avec la legendary edition avec les 
mode real vision et tout plein de mode non officiel vraiment beau ils 
auraient d le laisser permissif comme les ancienne versions facile  
moder"
119,negatif,produit reu gratuitementblack screen ds le lancement du jeu jai le son du jeu mais aucune image
120,negatif,"jeux devenu inutilemise a jour qui  tuer tout les mods
 sur sehonte  vous steam vous tes des incapables bande descrocs"
121,negatif,produit reu gratuitementjespre que a va samliorer mais dans ltat actuel je suis bien content de ne pas avoir pay pour a
122,negatif,"jai achet skyrim se depuis peu et jai commenc  le 
modd environ  mod lol par contre je suis du de la mise  jour 
pour rtrograd pff selon un forum anglais ils font des mises  jours 
tout les  mois pour embter les modeurs  pour cela je met un pouce 
rouge mais ke jeu en lui mme est excellent"
123,negatif,"produit reu gratuitementwtf  le creation club bethesda insulte les joueurs et les modeurs qui ont donns la notorit qu skyrim aujourdhui cest
 sur leur dos quils comptent se remplir les poches par le biais de 
ceux  qui la communaut  nourrit lenvie de connaitre ce jeux le
 version originale est largement conseille surtout quil ny a plus de
 maj et que beaucoup de correctifs et contenus ont t fait par une 
communaut passione pour rendre ce jeux ce quil est aujourdhui je
 nutiliserai donc pas cette version gratuite les moddeurs ont 
largement fait ce quil fallait cette version tait inutile "
124,negatif,"produit reu gratuitementpour commencer  jai reu le jeu gratuitement et cest
  prendre en compte car je nai pas dpens  boules pour ce qui suitjtais assez impatient et hyp par la sortie de la se et ravi devant la taille raisonnable du jeupuis vint le lancement du jeuau mieux   fps en qualit basse et pourtant un skyrim mod raisonnablement tourne en ultra   fps sur mon pcles effets de lumires clignotent de partout en faisant ramer le pcmalgr
 a en sortant de la premire grotte le premier panorama ma 
impression et le ciel encore plus mais pas possible de passer des 
centaines dheures dessus sans de meilleures performancesvoil voil"
125,negatif,"produit reu gratuitementdes mods payants le jeu tait trs bien mais cette 
pratique est trs dangereuse pour le futur de bethesda et du jeu vido 
en gnral de plus en plus limite irrespectueux de ses joueurs qui ont 
particips  rendre leurs jeux meilleurs en dveloppant tous sorte de 
modmais maintenant largent est roi donc pourquoi se fatiguer  
dvelopper des bons jeux quand on peut laisser ce travail aux joueurs et
 les faire racker ensuitenachetez pas ce jeu prfrez le jeu de base et rendez vous sur nexus mod management"
126,negatif,"produit reu gratuitementhonte  bethesda pour le creation clubavant de 
faire ce genre de chose il serait bon de corriger les milliers de bugs 
que lon peut trouver dans tout leur jeu bas sur le moteur tes  il y a
 encore beaucoup de boulot de corrections de bug dans tous les fallout 
et autresvisiblement il est plus faile de faire un cash shop en
 comptant sur le travail des autres mme si rmunr en se prenant un 
pourcentage non ngligage au passagebethesda o comment se faire du 
fric sur le dos des autresquid de la compatibilit des mods 
rendu incompatible volontairement dans cette version de skyrim par 
rapport au jeu de base voir mme la version legendary pour favoriser 
leur cashshop de modding bethesdaeaactivision mme combat"
127,negatif,"produit reu gratuitementcest une blague totale sans dconner la seule diffrence avec loriginal cest - le rajout dun enb effet dombre et de lumire dynamique mal optimis- une interface pour installer directement des mods bugu par ailleurset
 cest tout  aucunes refonte des textures aucun remodlismes des 
modles donc toujours autant de polygones sur les rochers 
personnagesetc aucune correction des bugs trs connues son 
faiblard double curseur in-game si retour windowsetc bref 
heureusement que cest gratuit pour ceux qui ont dj la legendary 
edition mais mettre ce jeu   est clairement du vol achetez la legendary edition   et moddez la vous mme"
128,negatif,"produit reu gratuitementoui cest gratuit mais cest nul comprenez moi bien 
 on nous sort une version remasterise de skyrim  ans aprs juste 
pour rentabiliser un peu plus et pour faire patienter tes vi mais 
en fait cest juste skyrim avec un enb et sans mods mon menu pour dl 
des mods bug compltement je sais pas vousamliorer les textures
 mais pourquoi faire corrigers les bugs du jeu original pff perte de 
temps rgler les petits dtails horripilants de loriginal fautes dans
 les traductions dans les sous titres i-n-u-t-i-l-e menfin me direz
 vous quel est lintret de ce skyrim remasterd edition juste se 
refaire skyrim vanilla avec un shader rien de plusje vous laisse jai skyrim le vrai qui mattendnb
 jai eu skyrim se gratos parce que javais achet ldition lgendaire 
il y a quelques annes mais si vous avez pas tous les dlc elle cote
   quoi vous tes tombs dans les pommes"
129,negatif,"les nouvelles mises  jour napportent rien si ce nest
 un nouveau systme de modes payants mal intgr avec des menus 
toujours aussi impraticables et des bugs de plus je ne peux plus 
accomplir certaines des qutes principales et secondaires donner la 
possibilit aux moddeurs de vendre leurs mods et den vivre daccord 
mais cela sappelle des dlc et ils cotent beaucoup trop cher pour ce 
quils offrent la communaut nest pas aveugle vous prtendez toujours
 que ce que vous faites vise  faciliter la vie des moddeurs mais  
chaque nouveau jeu que vous sortez le modding devient plus difficile 
la communaut aurait prfr voir des amliorations significatives sur 
les outils de modding notamment en supprimant la limite de mods sur 
console pour permettre  cette communaut de se dvelopper pour ma 
part jen ai assez jarrte de jouer  skyrim et aux autres jeux de 
bethesda car cette mise  jour va galement les affecterargumentation nouveau
 systme de modes payants mal intgr  les mises  jour devraient 
amliorer lexprience de jeu mais le nouveau systme de modes payants 
semble mal conu et ne contribue pas positivement  lexprience 
globalemenus toujours aussi impraticables et bugs persistants
  les menus difficiles daccs et les bugs rcurrents sont des 
problmes frustrants qui nuisent  lexprience de jeu et qui devraient 
tre une priorit pour toute mise  jourqutes principales et
 secondaires inaccessibles  lincapacit  accomplir certaines qutes 
principales et secondaires est un dfaut majeur qui peut srieusement 
compromettre le plaisir du jeu et doit tre rsoluvente de 
mods sous forme de dlc trop chers  la possibilit pour les moddeurs de 
vendre leurs crations est acceptable mais les cots associs aux dlc 
sont jugs excessifs ce qui peut dissuader les joueurs de les acheterdifficult
 croissante du modding  malgr les affirmations selon lesquelles les 
mises  jour visent  faciliter la vie des moddeurs la ralit semble 
indiquer le contraire avec une complexit croissante du modding  
chaque nouvelle version de jeubesoin damliorations 
significatives des outils de modding  plutt que dajouter des 
fonctionnalits payantes la communaut aurait prfr des amliorations
 significatives des outils de modding pour encourager le dveloppement 
de contenus de qualitsuppression de la limite de mods sur 
console  la restriction du nombre de mods sur console est perue comme 
une entrave au dveloppement de la communaut la leve de cette 
limitation pourrait favoriser une croissance plus importante et une 
diversit de contenusen conclusion la frustration du joueur 
est lgitime base sur des problmes concrets qui affectent 
lexprience de jeu la demande principale est une rorientation des 
priorits vers lamlioration des outils de modding et la rsolution des
 problmes techniques plutt que lintroduction de fonctionnalits 
payantes problmatiques"
130,negatif,"trop de mises  jour intempestives brisant les mods je 
dsinstalle ce jeu il faut savoir passer  autre chose cette politique
 mafieuse de bethesda causera leur faillite"
131,negatif,"daccord cest plus beau que la version original mais il
 y a un patch non officiel pour corriger les bugs cest  dire que els 
devs nont pas eu le temps de corriger les bugs depuis  ans  
heureusement que cest gratuit sur pc"
132,negatif,"nanje vois pas absolument aucune diffrence avec 
skyrim version standard  dlc hi-res je me doutais bien et deux trois 
mods pour mieux grer les ambiances de lumireombre et de ciel la 
seule diffrence cest quavec une  ti je fais tourner la standard 
en k  fps l pasdonc achetez lancien tlchargez le dlc 
gratuit hi-res et deux trois mods  vous conomiserez du bl et en 
plus il sera nettement moins gourmand pour le mme rsultat sauf pour 
le graphisme des tapis mais srieusement vous en avez vraiment quelque 
chose  foutre des tapis "
133,negatif,"produit reu gratuitementpourquoi faire ceci the elder scrolls v est un mitte 
qui est de plus renforc grace au mod effectu une censure au prs des 
modeurs je trouve sa honteux de votre par bethesda"
134,negatif,"decevantsi vous savez moder skyrim passer votre 
chemin nattender rien de nouveau dans cette version remastered car elle
 ne vaut mme pas un bon enb"
135,negatif,cest scandaleux de faire payer un ajout qui nest quune pale copie des mods que lon trouve sur le nexus
136,negatif,"aucuns des bugs de skyrim na t corrig ncssite 
encore lintervention des modders pour avoir un jeu stable et 
graphiquement beau  bref gardez skyrim et passez cette arnaque 
dition"
137,negatif,aucun intrt sur pc quand on a longuement pratiqu la premire version du jeu
138,negatif,produit reu gratuitementserieusement  prenait une legendary edition avec des mods graphiques et vous aurez mieux
139,negatif,produit reu gratuitementje ne le recommande tout simplement pas tout de suite  attendez avant de lacheter pour linstant tout simplement injouable - cesse de fonctionner toutes les minsjai redemarr le jeu trois fois et je ne suis toujours pas sortie dhelgena voir si des corrections sont apportes par la suite sinon prfrez la legendary edition
140,negatif,"jusque l je trouvais que lavis gnral autour de 
bethesda tait exagr et trop vindicatif mais l je ne peux pas les 
dfendre je pense que je nai pas besoin de mtendre sur le sujet la 
dernire mise  jour est le dernier clou plant dans le cercueil de ma 
sympathie envers le studioje naurais jamais penser mettre une note ngative  skyrim mais on en est lsi bethesda ne se rattrape pas avec tesvi alors ils ne vaudront plus la peine que jachte quoique ce soit venant de chez euxsortir
 un jeu dcevant cest une chose altrer de faon permanente un jeu qui
 a plus de  ans et saboter le travail de milliers de personnes par 
appt du gain cen est une autre"
141,negatif,"payer  balle pour que  ne marche pas et que je  ne 
puisse pas me connecter a mon compte bethesda sa fait vraiment mal 
normalement ce genre de  doit tre patch mais le problme est la
 depuis  jai pas envie de cherche  h pour rsoudre le problme 
sa casse les "
142,negatif,"fait uniquement pour le fric ils ont fait quelques 
textures vite fait quelques effets vites faits mais vite fait genre 
ils avaient besoin dargent quoi donc fallait pas trop bosser non plus
 napporte rien de neuf  part des bugs yay a nous change de 
dhabitudebref nachetez pas cette rdition acheter la 
version lgendaire a sera bien plus rentable pour une qualit 
largement similaire"
143,negatif,"produit reu gratuitementun remaster sortie beaucoup trop tt jai pas sentie la claque graphique promise dans les trailerle
 jeu serais resortie dans  ou  ans avec toute les futurs technologie 
 venirs je serais compltement hype pour redecouvrir le jeu"
144,negatif,"bonne versions mais- gestion des mods qui bug et
 don cimpossible dinstaller des mods en plus si vous arrivez a en 
installer les activer dsactive les succs- defaut de traduction"
145,negatif,produit reu gratuitementjeu mal cod impossibillit dutilis clavier et souris skyrim et devenus un bel tron fumant 
146,negatif,produit reu gratuitementil plante alors que jai mis que  mods
147,negatif,"multiples problmes de connexion dans mon cas mon 
antivirus bloquer un fichier lors du tlchargement du jeu mais ce 
dernier plante mon pc rcent il a  mois tout est  jourde plus graphiquement bof bof je pense que le soin fut davantage apport au versions consoles que pcfranchement dujattends les patchs mais bon jai pass trop de temps  chercher do venais les problmes pour apprcier le jeu"
148,negatif,"produit reu gratuitementla rsolution dcrans est a chang durgence un petit 
cran pour jou a un jeux beau du foutage de gueule et loptimisation 
est a nul jai mme pas commenc le jeux que la moiti de mon cran ne 
sers a rien et puis mme si je met mon jeux en fentre la moitier du bas
 de mon crans sers a rien et sa lag du  donc a voir si ils vont 
mettre une maj pour une rsolution  x pacque la cest euros 
pour ceux quils lont achet dans le "
149,negatif,"produit reu gratuitementrecu gratuitement car possdais dj skyrim  dlcquand
 jai appris quils sortaient une version remasterise jai trouv a 
honteux honteux car ctait cracher au visage des excellents moddeurs 
qui ont amliors graphiquement skyrim loriginalensuite a t
 expliqu que ctait pour permettre aux joueurs consoles davoir accs 
aux mods sur console pourquoi pas bref on recoit une copie gratuite 
si on a dj loriginal avec dlc un bon geste pour pouvoir y jeter un 
oeil et l le calvaire commencele jeu est-il rellement plus 
beau que loriginal non il y a eu un peu de travail oui mais un 
seul mod hd est plus joli les mods parlons en ils dsactivent les 
succs nimporte quel mod y compris lunofficial fix le mod le plus 
utile puisque bien videmment les mmes bugs prsents en  sont 
toujours prsents  farkas spammer autrement dit on se 
retrouve avec un jeu non corrig en  avec une pseudo refonte 
graphique pour la modique somme de  pour ceux dsirant se le 
procurereh bien bethesda a fait nimporte quoi si vous voulez 
tester skyrim prenez le cest un excellent jeu avec une trs bonne 
dure de vie une bonne histoire etc mais prenez la version legendary 
originale trouvez qqs mods la communaut est norme des utilitaires 
nexus mod manager pour ne citer que lui sont  votre dispositionla special edition  une arnaque qui najoute rien mais alors rien du tout  la legendary"
150,negatif,"produit reu gratuitementskyrim est un excellent jeu sans conteste bien 
quoptimis avec le  on peut quand mme y jouer en moyen sans avoir 
une configue de folie jai un bon pc je suis cens faire tourner le 
jeu en haut mais vu lopti jai des basse svre dfps donc je joue 
en moyen sans problme sa cest pour skyrim skyrim point finalmaintenant
 parlon de la version remasterisquestion graphisme je ne peux 
pas jug mais le dbut du jeu en hight mise a part des couleur plus 
vive rien de bien sorci skyrim tait opti avec le  la spcial 
dition est pas opti du tout sans dconner   bethesda on tait au courant pour vos jeu certe excellant mais une veritable poubelle de codagejai une carte graphique superieur a celle demand le bon processeur il me manque que go de ramje ram en hight ok pour quoi pas mais je ram aussi en bas  on mexplique il
 faut un ordi   boules ou quoi  non parce si cest la cas la 
spcial sers a rien personne est assez  pour prendre un a  alors 
quon peut avoir une version non-bug pour sans parler des 
rumeurs qui circule comme quoi les mode de la spcial sont 
prs-slctionn et qui il en a a peine une cinquantainesa 
vaut pas du tout le coup  loptimisation pire que le jeu original et 
question graphisme jai constat presque aucune difference autant 
prendre loriginal pas cher et le bourr de mod sans parler des  
crachs inxpiqu en dbut de game et du magnifique bug de paysage lors 
de la cration du perso donc cest nada de la  par rapport a 
loriginal grouillez vous a foutre un correctif ou cest un fallout  
bis je tiens a prciser tout de mme que je respecte bethesda 
au plus haut pointmalgr les nombreuse deception quils nous on pondu 
jai  de h sur le jeu originial je lai fini - fois je connais 
la map presque sur le bout des doigts et il doit me manque  succs a 
tout cass skyrim est le meilleur jeux auquel jai jou jusqua 
maintenant cest pour diremais lnon juste nonprenez la version normal et bour la de mod cest moind cher plus beau et ca ramera moins faut arrter les non cest juste un sacrilge l"
151,negatif,"le jeu est trs mal optimis  lheure actuelle avec 
les options graphiques les  basses je narrive mme pas a atteindre  
fps a titre de comparaison je fais tourner sur la mme machine fallout
  presque  fond   fps constantje ne peux donc recommander
 ce produit  lheure actuel pour une exprience de jeu  agrable il 
vaut mieux se tourner vers la version originale le jeu original lui 
dfonce et je le recommande"
152,negatif,"produit reu gratuitementje suis vraiment du mme en mettant les graphismes en
 ultra je me retrouve avec les graphisme que dans le vieux skyrim pour 
faire a je prfre mettre des mods jaurais un jeu plus beau que a"
153,negatif,"produit reu gratuitementje ne voudrais pas trop cracher sur cette version jespre juste que le nexus mod va bientt suivrema
 grosse dception est laffichage des textures longues distances qui 
restes la rptition du mme paterne voir capture dcran sur mon 
profil"
154,negatif,"aprs une installation conforme impossible  lancer ni
 bethesda ni steam na put rsoudre le problme jai t oblig de 
tlcharger toute une srie de patch correctifs"
155,negatif,"je ne vois pas damlioration sensible tout ce qui 
change est que ca ralentit les animations le jeu lag et du coup cest 
moins jouable"
156,negatif,"produit reu gratuitementcette version est encore plus bugue que la version 
originale et noffre pas vraiment damlioration graphique  je ne 
vois pas tellement de diffrence les textures nont pas t amlioresle jeu crash au bout de  minutes pas dautosave faite  ben recommencez pour
 le prix je ne recommande carrment pas du tout  achetez la version 
normal de the elder scrolls v  skyrim legendary edition tant quon y 
est au moins elle nest pas bugueau dbut du jeu jai du 
reboot  fois pour viter la mort du capitaine un cheval qui va 
nimporte o et donc on arrive jamais au lieu pour se faire dcapiter 
ne gchez pas votre argent "
157,negatif,"produit reu gratuitementje lai install la veille de la sortie jai zapp la 
cration de personnage mais ben je sais pas mais disons que faire 
tourner le jeu de base en ultra mod et sans aucun problme et me 
retrouver avec la nouvelle version qui bug sur les textures en basse 
qualit a ma un peu du beaucoup en fait et quon me sorte pas
 le mais cest ton pc qui est pas assez puissant ou change de carte 
graphique parce que   la fin jai un ordi assez puissant et 
skyrim bug quand mme de plus cest un nouveau jeu qui est propos 
donc sans les succs jai dj eu du mal  en acqurir certains sur 
le jeu de base parce a disfonctionnait mais la flemme de tout refaire 
juste pour pouvoir dire quon est fan ou autre cest un autre jeu pour 
steam cest une version peu accessible pour moi en rsum je 
dconseille  moiti mais je ne conseille pas vraiment non plus"
158,negatif,"produit reu gratuitementmon dieuje me suis remis a skyrim il ya peu de temps jai donc une aines de mods graphismes lumires ambiances etcje suis a fps constant avec une  g et ocbonje
 recois donc skyrim special edition gratuitement car jai tout les dlc 
quel ne fut pas ma surprise quand japercu que javais une moyenne de 
 fps aux curies de blancherive pareil a riveboisde plus le jeu est moins beau que le jeu de  moddles textures semblent tre les mmes les personnages ont toujours une tte affreuse il y a un effet de dof trs mal grnous possdons aussi les mmes animations  les mmes bugs  a croire quils ont dcids de repartir de on
 se bloque dans les textures quand je bouge sur la map ya un trait 
dgeulasse au milieu qui est encore plus visible que en jeu les mods 
fonctionnent une fois sur  et dsactivent les succs enfin bref je ne
 conseil pas ce jeu  voir si des majs vont suivres"
159,negatif,"produit reu gratuitementmal optimiser  pourquoi tout dabord je tiens a prciser que jaime les elder scrolls au plus haut point skyrim a t pour moi une fascination et un rel plaisir lors de sa sortievoil ca cest dis je suis pas un hatter mais cette
 mise  jour est surtout destine aux joueurs sur console car sur pc 
jai attendu cette version depuis des mois mais je suis extrmement dcu
 du produit final pour la raison suivante skyrim normal en ultra   fpsskyrim remastered en qualit minimum   fpsjai
 une gtx un i- hq cadenc   ghz et  go de ram le tout dans 
un asus rogue donc vraiment pas une configue mauvaise sachant que des 
jeux plus rcents comme fallout  qui utilisent des moteurs physiques et
 graphiques plus recent de beteshda tournent sans problme  plus de 
 fps le jeu est bon mais plante une fois sur  au dmarrage 
en graphique ultra et haut et ne fonctionne sur ma machine quen 
fentr sans borduresje recommanderai ce jeu quand un patch correctif aura t fait pour optimiser le jeuje le redis mais cette version remasered est un rattage complet doptimisation et tant fan de la srie des tes a me fait vraiment mal de dire a les  graphisme netement amlior les effets de lumire et lambiance gnral ont t raviv ca ne fait aucuns douteles sauvegardes sont mieux grs et bien plus organis car class par personnage pseudoles - au cas ou vous ne lauriez pas compris  les performances il y a tellement de shaders et deffets de lumire que les performances sont revue en chute libreles point ngatifs de skyrim normal nont pas t revisit notament linterface du jeux largement critiqu  lepoqueet les temps de chargement que windows analyse toujours comme ne rpond pasenfin bref a vous de vous faire une ide la mienne est faites "
160,negatif,"produit reu gratuitementexecept si tu as un ordi puissant mme avec une 
configue un peu au-dessus gros dcallage son plus bug de lumirechance que je lai eu gratuitement"
161,negatif,impossible de jouer au jeu  peu de fps et crashs ds le prologue avec ma gtxm
162,negatif,il est bien avec les mod mais il sont assez galere a installer
163,negatif,nouveau systeme de mods payant sur skyrim et fallout   non cest non bethesda 
164,negatif,le lancher est bugger je prfre jouer a l ancien
165,negatif,produit reu gratuitementle son semble fonctionner nais limage du jeu ne saffiche pasje vais essayer de nouveau 
166,negatif,"le jeu est dans un tat pitoyable il crash 
rgulirement a des chutes dramatiques de fps rgulires en 
particulier lorsque vous sortez des menus le jeu se mets  agoniser  
 fps pendant  secondes attendez le patch correctif ou mieux  
achetez le vieux skyrim et mettez les derniers mods graphiques non 
seulement a sera plus stable mais aussi moins cher mais enfin tout 
simplement plus beau encore parce que l mme les graphismes amliors
 ne le sont pas tant que a "
167,negatif,"bon ok apres h de dl je lance le jeu curieux de voir ce
 remaster et ooooo comme cest surprenant  bugtesda a encore frapp 
un superbe ecran noir au lancement le son tourne et rien ne ce lance je 
suis sur un msi gp et pas moyen de lancer le jeu je retourne a la 
version originale mode donc en attendant un correctif"
168,negatif,"produit reu gratuitementeffectivement les graphiques de base sont meilleurs que 
sur lancienne version effets et shaders inclus de plus la gestion de
 mods peu paraitre plus intuitive pour les non initismaisla
 nouvelle version nest absolument pas stable crash de menu artefacts 
encore trop prsents cela gche tout le plaisir de jouer encore peu 
personnalisable peu de mods fonctionnesbref a reste une bta dun jeu qui commence  se faire un ge"
169,negatif,"produit reu gratuitementenfin le skyrim en ultra qui aurait du sortir en  
sauf que lon est en  la honte mme bethesda na pas osez le 
vendre au pciste et encore pas tous ils vont essayer darnaquer  
quelques joueurs console mais cest tout ce jeux ne mrite toujours 
quun  sans mods je rpte sans mods cest juste un mauvais rpg
 role-playing game en monde ouvert comme fallout  est devenu un 
moyen gta likeon rajoute quelques lgres amliorations 
graphique un petit enb - cailloux par l un systme climatique  
peine amlior le principal bien sur pour un rpg mais ce jeux sans mod
 reste plat malgr le relief et le climat cela pourrait se passez sur 
une plage en andalousie ce serait la mme chosetoujours aucune 
immersion qui pourrait nous faire croire que laventure se passe dans un
 endroit aussi froid et rude que les pays du nord de leurope aucune 
difficult progressive on a toujours limpression davoir le mme 
niveau tous le long du jeu linterface  identique  je ne sais pas 
mme sur console elle est compltement inutile effarante incompatible 
avec ce genre de jeux graphiquement et techniquement beaucoup moins 
impressionnant quoblivion  lpoque loriginal et ce special edition 
aussi et lia et bien elle est o donc aucunes ameliorations sur les principes mme de ce genre de jeuxbref
 encore un remaster inutile et lamentable sauf pour les comptables de 
chez bethesda puisquapparemment les cratifs nont plus lair dtre 
lrpg role-playing  game au cas o"
170,negatif,"pas grand chose a dire mes mod favoris ne marche pas 
ou peu sur cette version je reviens donc sur loriginal un peu le seum
 davoir acheter ce truc"
171,negatif,bourr de bugs et de plantages une trs mauvais affaire
172,negatif,"produit reu gratuitementune vraie dception  moi qui mattendais a pouvoir 
enfin supprim tous ces mods qui amliorent les graphismes et qui 
bouffent de la place cest rat les amliorations graphiques ne 
sont presque pas visible  il ny a que les shader qui ont bien t fait
 sinon le reste cest presque le mme jeu heureusement que je lai eu 
gratuitement jadore skyrim et jen suis un trs grand fan mais la 
bethesda nous prend vraiment pour des pigeons"
